time,symbol,equity
2025-10-22 19:25:00+00:00,AAPL,97750.56293814523
2025-10-22 19:30:00+00:00,AAPL,97750.56293814523
2025-10-22 19:35:00+00:00,AAPL,97750.56293814523
2025-10-22 19:40:00+00:00,AAPL,97750.56293814523
2025-10-22 19:45:00+00:00,AAPL,97750.56293814523
2025-10-22 19:50:00+00:00,AAPL,97750.56293814523
2025-10-22 19:55:00+00:00,AAPL,98500.02617754258
2025-10-23 13:30:00+00:00,AAPL,98500.02617754258
2025-10-23 13:35:00+00:00,AAPL,98500.02617754258
2025-10-23 13:40:00+00:00,AAPL,98500.02617754258
2025-10-23 13:45:00+00:00,AAPL,98500.02617754258
2025-10-23 13:50:00+00:00,AAPL,98500.02617754258
2025-10-23 13:55:00+00:00,AAPL,98500.02617754258
2025-10-23 14:00:00+00:00,AAPL,98500.02617754258
2025-10-23 14:05:00+00:00,AAPL,98500.02617754258
2025-10-23 14:10:00+00:00,AAPL,98500.02617754258
2025-10-23 14:15:00+00:00,AAPL,98500.02617754258
2025-10-23 14:20:00+00:00,AAPL,98500.02617754258
2025-10-23 14:25:00+00:00,AAPL,98500.02617754258
2025-10-23 14:30:00+00:00,AAPL,99249.94183131628
2025-10-23 14:35:00+00:00,AAPL,99249.94183131628
2025-10-23 14:40:00+00:00,AAPL,99249.94183131628
2025-10-23 14:45:00+00:00,AAPL,99249.94183131628
2025-10-23 14:50:00+00:00,AAPL,99249.94183131628
2025-10-23 14:55:00+00:00,AAPL,99249.94183131628
2025-10-23 15:00:00+00:00,AAPL,99249.94183131628
2025-10-23 15:05:00+00:00,AAPL,99249.94183131628
2025-10-23 15:10:00+00:00,AAPL,99249.94183131628
2025-10-23 15:15:00+00:00,AAPL,99249.94183131628
2025-10-23 15:20:00+00:00,AAPL,99249.94183131628
2025-10-23 15:25:00+00:00,AAPL,99249.94183131628
2025-10-23 15:30:00+00:00,AAPL,99249.94183131628
2025-10-23 15:35:00+00:00,AAPL,99249.94183131628
2025-10-23 15:40:00+00:00,AAPL,99249.94183131628
2025-10-23 15:45:00+00:00,AAPL,99249.94183131628
2025-10-23 15:50:00+00:00,AAPL,99249.94183131628
2025-10-23 15:55:00+00:00,AAPL,99999.7125832694
2025-10-23 16:00:00+00:00,AAPL,99999.7125832694
2025-10-23 16:05:00+00:00,AAPL,99999.7125832694
2025-10-23 16:10:00+00:00,AAPL,99999.7125832694
2025-10-23 16:15:00+00:00,AAPL,99999.7125832694
2025-10-23 16:20:00+00:00,AAPL,99999.7125832694
2025-10-23 16:25:00+00:00,AAPL,99999.7125832694
2025-10-23 16:30:00+00:00,AAPL,99999.7125832694
2025-10-23 16:35:00+00:00,AAPL,99999.7125832694
2025-10-23 16:40:00+00:00,AAPL,99999.7125832694
2025-10-23 16:45:00+00:00,AAPL,99999.7125832694
2025-10-23 16:50:00+00:00,AAPL,99999.7125832694
2025-10-23 16:55:00+00:00,AAPL,99999.7125832694
2025-10-23 17:00:00+00:00,AAPL,99999.7125832694
2025-10-23 17:05:00+00:00,AAPL,99500.04884774347
2025-10-23 17:10:00+00:00,AAPL,99500.04884774347
2025-10-23 17:15:00+00:00,AAPL,99500.04884774347
2025-10-23 17:20:00+00:00,AAPL,99500.04884774347
2025-10-23 17:25:00+00:00,AAPL,99500.04884774347
2025-10-23 17:30:00+00:00,AAPL,99500.04884774347
2025-10-23 17:35:00+00:00,AAPL,99500.04884774347
2025-10-23 17:40:00+00:00,AAPL,99500.04884774347
2025-10-23 17:45:00+00:00,AAPL,99500.04884774347
2025-10-23 17:50:00+00:00,AAPL,99500.04884774347
2025-10-23 17:55:00+00:00,AAPL,99500.04884774347
2025-10-23 18:00:00+00:00,AAPL,99500.04884774347
2025-10-23 18:05:00+00:00,AAPL,99500.04884774347
2025-10-23 18:10:00+00:00,AAPL,99500.04884774347
2025-10-23 18:15:00+00:00,AAPL,99500.04884774347
2025-10-23 18:20:00+00:00,AAPL,99500.04884774347
2025-10-23 18:25:00+00:00,AAPL,99500.04884774347
2025-10-23 18:30:00+00:00,AAPL,99500.04884774347
2025-10-23 18:35:00+00:00,AAPL,99500.04884774347
2025-10-23 18:40:00+00:00,AAPL,99500.04884774347
2025-10-23 18:45:00+00:00,AAPL,99500.04884774347
2025-10-23 18:50:00+00:00,AAPL,99500.04884774347
2025-10-23 18:55:00+00:00,AAPL,99500.04884774347
2025-10-23 19:00:00+00:00,AAPL,99500.04884774347
2025-10-23 19:05:00+00:00,AAPL,99500.04884774347
2025-10-23 19:10:00+00:00,AAPL,99500.04884774347
2025-10-23 19:15:00+00:00,AAPL,99500.04884774347
2025-10-23 19:20:00+00:00,AAPL,99500.04884774347
2025-10-23 19:25:00+00:00,AAPL,99500.04884774347
2025-10-23 19:30:00+00:00,AAPL,99500.04884774347
2025-10-23 19:35:00+00:00,AAPL,99500.04884774347
2025-10-23 19:40:00+00:00,AAPL,99415.61067635675
2025-10-23 19:45:00+00:00,AAPL,99415.61067635675
2025-10-23 19:50:00+00:00,AAPL,99415.61067635675
2025-10-23 19:55:00+00:00,AAPL,99415.61067635675
2025-10-24 13:30:00+00:00,AAPL,99415.61067635675
2025-10-24 13:35:00+00:00,AAPL,99415.61067635675
2025-10-24 13:40:00+00:00,AAPL,99415.61067635675
2025-10-24 13:45:00+00:00,AAPL,99415.61067635675
2025-10-24 13:50:00+00:00,AAPL,98915.70848519463
2025-10-24 13:55:00+00:00,AAPL,98915.70848519463
2025-10-24 14:00:00+00:00,AAPL,98915.70848519463
2025-10-24 14:05:00+00:00,AAPL,98915.70848519463
2025-10-24 14:10:00+00:00,AAPL,98915.70848519463
2025-10-24 14:15:00+00:00,AAPL,98915.70848519463
2025-10-24 14:20:00+00:00,AAPL,98915.70848519463
2025-10-24 14:25:00+00:00,AAPL,98915.70848519463
2025-10-24 14:30:00+00:00,AAPL,99664.71008627754
2025-10-24 14:35:00+00:00,AAPL,99664.71008627754
2025-10-24 14:40:00+00:00,AAPL,99664.71008627754
2025-10-24 14:45:00+00:00,AAPL,99664.71008627754
2025-10-24 14:50:00+00:00,AAPL,99664.71008627754
2025-10-24 14:55:00+00:00,AAPL,99664.71008627754
2025-10-24 15:00:00+00:00,AAPL,99664.71008627754
2025-10-24 15:05:00+00:00,AAPL,99664.71008627754
2025-10-24 15:10:00+00:00,AAPL,99664.71008627754
2025-10-24 15:15:00+00:00,AAPL,100414.55787985664
2025-10-24 15:20:00+00:00,AAPL,100414.55787985664
2025-10-24 15:25:00+00:00,AAPL,100414.55787985664
2025-10-24 15:30:00+00:00,AAPL,100414.55787985664
2025-10-24 15:35:00+00:00,AAPL,100414.55787985664
2025-10-24 15:40:00+00:00,AAPL,100414.55787985664
2025-10-24 15:45:00+00:00,AAPL,100414.55787985664
2025-10-24 15:50:00+00:00,AAPL,100414.55787985664
2025-10-24 15:55:00+00:00,AAPL,100414.55787985664
2025-10-24 16:00:00+00:00,AAPL,100414.55787985664
2025-10-24 16:05:00+00:00,AAPL,100414.55787985664
2025-10-24 16:10:00+00:00,AAPL,100414.55787985664
2025-10-24 16:15:00+00:00,AAPL,100414.55787985664
2025-10-24 16:20:00+00:00,AAPL,100414.55787985664
2025-10-24 16:25:00+00:00,AAPL,100414.55787985664
2025-10-24 16:30:00+00:00,AAPL,100414.55787985664
2025-10-24 16:35:00+00:00,AAPL,100414.55787985664
2025-10-24 16:40:00+00:00,AAPL,99914.67991747173
2025-10-24 16:45:00+00:00,AAPL,99914.67991747173
2025-10-24 16:50:00+00:00,AAPL,99914.67991747173
2025-10-24 16:55:00+00:00,AAPL,99914.67991747173
2025-10-24 17:00:00+00:00,AAPL,99914.67991747173
2025-10-24 17:05:00+00:00,AAPL,99914.67991747173
2025-10-24 17:10:00+00:00,AAPL,99914.67991747173
2025-10-24 17:15:00+00:00,AAPL,99914.67991747173
2025-10-24 17:20:00+00:00,AAPL,99914.67991747173
2025-10-24 17:25:00+00:00,AAPL,99914.67991747173
2025-10-24 17:30:00+00:00,AAPL,99914.67991747173
2025-10-24 17:35:00+00:00,AAPL,99914.67991747173
2025-10-24 17:40:00+00:00,AAPL,100664.32626233777
2025-10-24 17:45:00+00:00,AAPL,100664.32626233777
2025-10-24 17:50:00+00:00,AAPL,100664.32626233777
2025-10-24 17:55:00+00:00,AAPL,100664.32626233777
2025-10-24 18:00:00+00:00,AAPL,100664.32626233777
2025-10-24 18:05:00+00:00,AAPL,100664.32626233777
2025-10-24 18:10:00+00:00,AAPL,100664.32626233777
2025-10-24 18:15:00+00:00,AAPL,100664.32626233777
2025-10-24 18:20:00+00:00,AAPL,100664.32626233777
2025-10-24 18:25:00+00:00,AAPL,100664.32626233777
2025-10-24 18:30:00+00:00,AAPL,101414.18155670163
2025-10-24 18:35:00+00:00,AAPL,101414.18155670163
2025-10-24 18:40:00+00:00,AAPL,101414.18155670163
2025-10-24 18:45:00+00:00,AAPL,100914.18307168139
2025-10-24 18:50:00+00:00,AAPL,100914.18307168139
2025-10-24 18:55:00+00:00,AAPL,100414.37587302063
2025-10-24 19:00:00+00:00,AAPL,100414.37587302063
2025-10-24 19:05:00+00:00,AAPL,100414.37587302063
2025-10-24 19:10:00+00:00,AAPL,100414.37587302063
2025-10-24 19:15:00+00:00,AAPL,100414.37587302063
2025-10-24 19:20:00+00:00,AAPL,100414.37587302063
2025-10-24 19:25:00+00:00,AAPL,100414.37587302063
2025-10-24 19:30:00+00:00,AAPL,100414.37587302063
2025-10-24 19:35:00+00:00,AAPL,100414.37587302063
2025-10-24 19:40:00+00:00,AAPL,100414.37587302063
2025-10-24 19:45:00+00:00,AAPL,100414.37587302063
2025-10-24 19:50:00+00:00,AAPL,100414.37587302063
2025-10-24 19:55:00+00:00,AAPL,99914.54591260628
2025-10-27 13:30:00+00:00,AAPL,99914.54591260628
2025-10-27 13:35:00+00:00,AAPL,99914.54591260628
2025-10-27 13:40:00+00:00,AAPL,99914.54591260628
2025-10-27 13:45:00+00:00,AAPL,99414.91342272068
2025-10-27 13:50:00+00:00,AAPL,99414.91342272068
2025-10-27 13:55:00+00:00,AAPL,99414.91342272068
2025-10-27 14:00:00+00:00,AAPL,99414.91342272068
2025-10-27 14:05:00+00:00,AAPL,99414.91342272068
2025-10-27 14:10:00+00:00,AAPL,99414.91342272068
2025-10-27 14:15:00+00:00,AAPL,99414.91342272068
2025-10-27 14:20:00+00:00,AAPL,99414.91342272068
2025-10-27 14:25:00+00:00,AAPL,99414.91342272068
2025-10-27 14:30:00+00:00,AAPL,99414.91342272068
2025-10-27 14:35:00+00:00,AAPL,99414.91342272068
2025-10-27 14:40:00+00:00,AAPL,99414.91342272068
2025-10-27 14:45:00+00:00,AAPL,99414.91342272068
2025-10-27 14:50:00+00:00,AAPL,99414.91342272068
2025-10-27 14:55:00+00:00,AAPL,98914.93347058969
2025-10-27 15:00:00+00:00,AAPL,98914.93347058969
2025-10-27 15:05:00+00:00,AAPL,98914.93347058969
2025-10-27 15:10:00+00:00,AAPL,98914.93347058969
2025-10-27 15:15:00+00:00,AAPL,98914.93347058969
2025-10-27 15:20:00+00:00,AAPL,98914.93347058969
2025-10-27 15:25:00+00:00,AAPL,98914.93347058969
2025-10-27 15:30:00+00:00,AAPL,98914.93347058969
2025-10-27 15:35:00+00:00,AAPL,98914.93347058969
2025-10-27 15:40:00+00:00,AAPL,98415.24126216336
2025-10-27 15:45:00+00:00,AAPL,98415.24126216336
2025-10-27 15:50:00+00:00,AAPL,98415.24126216336
2025-10-27 15:55:00+00:00,AAPL,97915.47729601168
2025-10-27 16:00:00+00:00,AAPL,97915.47729601168
2025-10-27 16:05:00+00:00,AAPL,98665.41399056562
2025-10-27 16:10:00+00:00,AAPL,98665.41399056562
2025-10-27 16:15:00+00:00,AAPL,98665.41399056562
2025-10-27 16:20:00+00:00,AAPL,98665.41399056562
2025-10-27 16:25:00+00:00,AAPL,98665.41399056562
2025-10-27 16:30:00+00:00,AAPL,98665.41399056562
2025-10-27 16:35:00+00:00,AAPL,98665.41399056562
2025-10-27 16:40:00+00:00,AAPL,98665.41399056562
2025-10-27 16:45:00+00:00,AAPL,98665.41399056562
2025-10-27 16:50:00+00:00,AAPL,98665.41399056562
2025-10-27 16:55:00+00:00,AAPL,98665.41399056562
2025-10-27 17:00:00+00:00,AAPL,98165.44531903943
2025-10-27 17:05:00+00:00,AAPL,98165.44531903943
2025-10-27 17:10:00+00:00,AAPL,98165.44531903943
2025-10-27 17:15:00+00:00,AAPL,98165.44531903943
2025-10-27 17:20:00+00:00,AAPL,98165.44531903943
2025-10-27 17:25:00+00:00,AAPL,98165.44531903943
2025-10-27 17:30:00+00:00,AAPL,98165.44531903943
2025-10-27 17:35:00+00:00,AAPL,98165.44531903943
2025-10-27 17:40:00+00:00,AAPL,98165.44531903943
2025-10-27 17:45:00+00:00,AAPL,98165.44531903943
2025-10-27 17:50:00+00:00,AAPL,98165.44531903943
2025-10-27 17:55:00+00:00,AAPL,98165.44531903943
2025-10-27 18:00:00+00:00,AAPL,98165.44531903943
2025-10-27 18:05:00+00:00,AAPL,98165.44531903943
2025-10-27 18:10:00+00:00,AAPL,98165.44531903943
2025-10-27 18:15:00+00:00,AAPL,98165.44531903943
2025-10-27 18:20:00+00:00,AAPL,98165.44531903943
2025-10-27 18:25:00+00:00,AAPL,98165.44531903943
2025-10-27 18:30:00+00:00,AAPL,98165.44531903943
2025-10-27 18:35:00+00:00,AAPL,98165.44531903943
2025-10-27 18:40:00+00:00,AAPL,98165.44531903943
2025-10-27 18:45:00+00:00,AAPL,98165.44531903943
2025-10-27 18:50:00+00:00,AAPL,98165.44531903943
2025-10-27 18:55:00+00:00,AAPL,98915.23499298087
2025-10-27 19:00:00+00:00,AAPL,98915.23499298087
2025-10-27 19:05:00+00:00,AAPL,98415.3764724731
2025-10-27 19:10:00+00:00,AAPL,98415.3764724731
2025-10-27 19:15:00+00:00,AAPL,98415.3764724731
2025-10-27 19:20:00+00:00,AAPL,98415.3764724731
2025-10-27 19:25:00+00:00,AAPL,98415.3764724731
2025-10-27 19:30:00+00:00,AAPL,98415.3764724731
2025-10-27 19:35:00+00:00,AAPL,98415.3764724731
2025-10-27 19:40:00+00:00,AAPL,98415.3764724731
2025-10-27 19:45:00+00:00,AAPL,98415.3764724731
2025-10-27 19:50:00+00:00,AAPL,98415.3764724731
2025-10-27 19:55:00+00:00,AAPL,98415.3764724731
2025-10-28 13:30:00+00:00,AAPL,98415.3764724731
2025-10-28 13:35:00+00:00,AAPL,98415.3764724731
2025-10-28 13:40:00+00:00,AAPL,98415.3764724731
2025-10-28 13:45:00+00:00,AAPL,98415.3764724731
2025-10-28 13:50:00+00:00,AAPL,98415.3764724731
2025-10-28 13:55:00+00:00,AAPL,98415.3764724731
2025-10-28 14:00:00+00:00,AAPL,98415.3764724731
2025-10-28 14:05:00+00:00,AAPL,98415.3764724731
2025-10-28 14:10:00+00:00,AAPL,98415.3764724731
2025-10-28 14:15:00+00:00,AAPL,98415.3764724731
2025-10-28 14:20:00+00:00,AAPL,98415.3764724731
2025-10-28 14:25:00+00:00,AAPL,98415.3764724731
2025-10-28 14:30:00+00:00,AAPL,98415.3764724731
2025-10-28 14:35:00+00:00,AAPL,98415.3764724731
2025-10-28 14:40:00+00:00,AAPL,98415.3764724731
2025-10-28 14:45:00+00:00,AAPL,98415.3764724731
2025-10-28 14:50:00+00:00,AAPL,98415.3764724731
2025-10-28 14:55:00+00:00,AAPL,98415.3764724731
2025-10-28 15:00:00+00:00,AAPL,98415.3764724731
2025-10-28 15:05:00+00:00,AAPL,98415.3764724731
2025-10-28 15:10:00+00:00,AAPL,98415.3764724731
2025-10-28 15:15:00+00:00,AAPL,98415.3764724731
2025-10-28 15:20:00+00:00,AAPL,98415.3764724731
2025-10-28 15:25:00+00:00,AAPL,98415.3764724731
2025-10-28 15:30:00+00:00,AAPL,98415.3764724731
2025-10-28 15:35:00+00:00,AAPL,98415.3764724731
2025-10-28 15:40:00+00:00,AAPL,98415.3764724731
2025-10-28 15:45:00+00:00,AAPL,98415.3764724731
2025-10-28 15:50:00+00:00,AAPL,98415.3764724731
2025-10-28 15:55:00+00:00,AAPL,98415.3764724731
2025-10-28 16:00:00+00:00,AAPL,98415.3764724731
2025-10-28 16:05:00+00:00,AAPL,98415.3764724731
2025-10-28 16:10:00+00:00,AAPL,98415.3764724731
2025-10-28 16:15:00+00:00,AAPL,98415.3764724731
2025-10-28 16:20:00+00:00,AAPL,98415.3764724731
2025-10-28 16:25:00+00:00,AAPL,98680.3256912231
2025-10-28 16:30:00+00:00,AAPL,98680.3256912231
2025-10-28 16:35:00+00:00,AAPL,99430.20786285396
2025-10-28 16:40:00+00:00,AAPL,99430.20786285396
2025-10-28 16:45:00+00:00,AAPL,99430.20786285396
2025-10-28 16:50:00+00:00,AAPL,99430.20786285396
2025-10-28 16:55:00+00:00,AAPL,100180.11354391914
2025-10-28 17:00:00+00:00,AAPL,100180.11354391914
2025-10-28 17:05:00+00:00,AAPL,100180.11354391914
2025-10-28 17:10:00+00:00,AAPL,100180.11354391914
2025-10-28 17:15:00+00:00,AAPL,99680.32252611435
2025-10-28 17:20:00+00:00,AAPL,99680.32252611435
2025-10-28 17:25:00+00:00,AAPL,99680.32252611435
